date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:34:40	20/20	---MCZ	200	added ('OK')	text/plain	date:Thu,%2017%20Jul%202025%2016:34:40%20GMT	https://haughton-ventures.webflow.io/robots.txt		(from )
00:34:41	28287/28287	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:41%20GMT	https://haughton-ventures.webflow.io/	./haughton_clone/haughton-ventures.webflow.io/index.html	(from )
00:34:42	17130/17130	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:42%20GMT	https://haughton-ventures.webflow.io/about	./haughton_clone/haughton-ventures.webflow.io/about.html	(from https://haughton-ventures.webflow.io/)
00:34:42	13502/13502	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:43%20GMT	https://haughton-ventures.webflow.io/portfolio	./haughton_clone/haughton-ventures.webflow.io/portfolio.html	(from https://haughton-ventures.webflow.io/)
00:34:43	13549/13549	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:43%20GMT	https://haughton-ventures.webflow.io/insights	./haughton_clone/haughton-ventures.webflow.io/insights.html	(from https://haughton-ventures.webflow.io/)
00:34:43	9151/9151	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:44%20GMT	https://haughton-ventures.webflow.io/contact	./haughton_clone/haughton-ventures.webflow.io/contact.html	(from https://haughton-ventures.webflow.io/)
00:34:44	9834/9834	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:44%20GMT	https://haughton-ventures.webflow.io/portfolio/rentberry	./haughton_clone/haughton-ventures.webflow.io/portfolio/rentberry.html	(from https://haughton-ventures.webflow.io/)
00:34:45	9900/9900	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:45%20GMT	https://haughton-ventures.webflow.io/portfolio/azure-printed-homes	./haughton_clone/haughton-ventures.webflow.io/portfolio/azure-printed-homes.html	(from https://haughton-ventures.webflow.io/)
00:34:45	10197/10197	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:45%20GMT	https://haughton-ventures.webflow.io/portfolio/superphone	./haughton_clone/haughton-ventures.webflow.io/portfolio/superphone.html	(from https://haughton-ventures.webflow.io/)
00:34:46	9605/9605	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:46%20GMT	https://haughton-ventures.webflow.io/portfolio/artsky	./haughton_clone/haughton-ventures.webflow.io/portfolio/artsky.html	(from https://haughton-ventures.webflow.io/)
00:34:47	14988/14988	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:47%20GMT	https://haughton-ventures.webflow.io/insights/hv-invests-in-rentberry	./haughton_clone/haughton-ventures.webflow.io/insights/hv-invests-in-rentberry.html	(from https://haughton-ventures.webflow.io/)
00:34:48	15246/15246	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:48%20GMT	https://haughton-ventures.webflow.io/insights/haughton-ventures-backs-superphone	./haughton_clone/haughton-ventures.webflow.io/insights/haughton-ventures-backs-superphone.html	(from https://haughton-ventures.webflow.io/)
00:34:49	14626/14626	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:49%20GMT	https://haughton-ventures.webflow.io/insights/powering-next-gen-content	./haughton_clone/haughton-ventures.webflow.io/insights/powering-next-gen-content.html	(from https://haughton-ventures.webflow.io/)
00:34:50	14992/14992	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2016:34:50%20GMT	https://haughton-ventures.webflow.io/insights/sustainable-living-reinvented	./haughton_clone/haughton-ventures.webflow.io/insights/sustainable-living-reinvented.html	(from https://haughton-ventures.webflow.io/insights)
